Transaction Date,Units,Unit Cost,Net Cost,Product Description,Merchant Name,Merchant City,Merchant State / Province
03/09/2022,10.99,$4.459,49.00,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/09/2022,25.52,$4.499,114.80,UNL REG 86/87 OC,QT 1463,TUCSON,AZ
03/09/2022,14.79,$4.499,66.54,UNL REG 86/87 OC,QT 1490,TUCSON,AZ
03/09/2022,12.678,4.699,59.57,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
03/09/2022,15.611,4.498,70.23,Unleaded Regular,Quartzsite Mobil,Quartzsite,AZ
03/09/2022,20.677,4.499,93.03,Unleaded Regular,Flying J 608,Ehrenberg,AZ
03/09/2022,42.497,5.519,236.54,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/09/2022,23.215,4.498,103.28,Unleaded Regular,Union 76,Ehrenberg,AZ
03/09/2022,26.491,5.419,145.55,Regular Diesel #2,Pilot Site 458,Eloy,AZ
03/10/2022,12.67,$4.460,56.51,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/10/2022,9.74,$4.461,43.45,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/10/2022,13.46,$4.458,60.00,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/10/2022,17.74,$4.499,79.79,UNL REG 86/87 OC,QT 1463,TUCSON,AZ
03/10/2022,9.43,$4.499,42.43,UNL REG 86/87 OC,QT 1461,TUCSON,AZ
03/10/2022,10.04,$4.499,45.15,UNL REG 86/87 OC,QT 1454,TUCSON,AZ
03/10/2022,36.912,5.489,204.61,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
03/10/2022,21.83,5.261,114.85,Premium Diesel #2,Wood Street 27,Phoenix,AZ
03/10/2022,7.633,3.998,30.52,Diesel Exhaust Fluid,Pilot Site 328,Quartzsite,AZ
03/10/2022,20.604,5.599,117.36,Premium Diesel #2,Pilot Site 328,Quartzsite,AZ
03/10/2022,27.179,5.519,152.00,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/10/2022,10.119,5.519,57.85,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/10/2022,4.288,5.52,25.67,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/10/2022,16.754,4.598,76.21,Unleaded Regular,Union 76,Ehrenberg,AZ
03/10/2022,20.112,4.699,94.51,Unleaded Regular,Travel Center #1212,Salome,AZ
03/10/2022,49.67,5.261,261.33,Premium Diesel #2,Wood Street 27,Phoenix,AZ
03/10/2022,19.824,4.469,88.59,Unleaded Regular,Pilot Site 458,Eloy,AZ
03/11/2022,20.53,$4.499,92.37,UNL REG 86/87 OC,QT 1496,TUCSON,AZ
03/11/2022,19.72,$4.499,88.71,UNL REG 86/87 OC,QT 1463,TUCSON,AZ
03/11/2022,21.38,$4.459,95.33,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/11/2022,24.45,$4.458,109.00,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/11/2022,10.54,$4.459,47.00,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/11/2022,12.912,4.569,58.99,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
03/11/2022,12.748,4.698,59.90,Unleaded Regular,Quartzsite Mobil,Quartzsite,AZ
03/11/2022,27.332,5.519,152.85,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/11/2022,30.639,5.519,171.10,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/11/2022,18.212,4.639,84.49,Unleaded Regular,Flying J 608,Ehrenberg,AZ
03/11/2022,18.759,4.699,88.15,Unleaded Regular,Travel Center #1212,Salome,AZ
03/11/2022,41.4,5.261,217.82,Premium Diesel #2,Wood Street 27,Phoenix,AZ
03/11/2022,16.865,4.699,79.25,Unleaded Regular,Chevron 0209914,Tucson,AZ
03/12/2022,14.901,4.599,68.53,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
03/12/2022,14.376,4.599,66.12,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
03/12/2022,48.707,5.179,254.25,Regular Diesel #2,Pride #1215,Salome,AZ
03/12/2022,16.448,4.599,75.64,Unleaded Regular,Flying J 608,Ehrenberg,AZ
03/12/2022,19.236,4.699,90.39,Unleaded Regular,Travel Center #1212,Salome,AZ
03/12/2022,30.946,5.399,167.08,Regular Diesel #2,Chevron 0209914,Tucson,AZ
03/13/2022,27.659,5.479,153.54,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
03/13/2022,24.231,5.479,134.76,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
03/13/2022,22.378,4.439,98.22,Unleaded Regular,Union 76,Phoenix,AZ
03/13/2022,29.113,5.399,157.18,Regular Diesel #2,Chevron 0209914,Tucson,AZ
03/14/2022,16.13,$4.499,72.58,UNL REG 86/87 OC,QT 1475,ORO VALLEY,AZ
03/14/2022,21.16,$4.419,93.51,UNLEADED REGULAR (86 OR 87 OCTANE),ARCO 05944,TUCSON,AZ
03/14/2022,10.10,$4.456,45.01,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/14/2022,9.34,$4.459,41.63,UNL REG 86/87 OC,QT 1464,TUCSON,AZ
03/14/2022,12.40,$4.499,55.77,UNL REG 86/87 OC,QT 1463,TUCSON,AZ
03/14/2022,22.03,5.479,122.70,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
03/14/2022,34.563,5.479,191.37,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
03/14/2022,8.297,5.479,47.46,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/14/2022,30.723,5.449,169.41,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/14/2022,22.653,4.499,101.92,Unleaded Regular,Pilot # 1180,Tonopah,AZ
03/14/2022,16.123,4.599,74.15,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
03/14/2022,19.525,4.469,87.26,Unleaded Regular,Pilot Site 458,Eloy,AZ
03/15/2022,23.77,$4.460,106.01,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/15/2022,12.52,$4.459,55.83,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/15/2022,18.42,$4.459,82.13,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/15/2022,12.56,$4.459,56.01,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/15/2022,10.82,$4.419,47.82,UNL REG 86/87 OC,QT 1464,TUCSON,AZ
03/15/2022,21.65,$4.499,97.39,UNL REG 86/87 OC,QT 1460,TUCSON,AZ
03/15/2022,10.215,4.569,46.67,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
03/15/2022,10.927,4.699,51.35,Unleaded Regular,Quartzsite Mobil,Quartzsite,AZ
03/15/2022,34.647,5.419,189.75,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/15/2022,55.672,5.419,303.69,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/15/2022,14.35,4.599,66.02,Unleaded Regular,Shell Service Statio,Tonopah,AZ
03/15/2022,18.972,4.469,84.79,Unleaded Regular,Pilot Site 458,Eloy,AZ
03/16/2022,11.96,$4.602,55.04,UNL REG 86/87 OC,PILOT         00011809,TONOPAH,AZ
03/16/2022,9.65,$4.461,43.05,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/16/2022,10.77,$4.458,48.01,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/16/2022,9.42,$4.461,42.02,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/16/2022,15.54,$4.460,69.31,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/16/2022,19.37,$4.499,87.15,UNL REG 86/87 OC,QT 1463,TUCSON,AZ
03/16/2022,26.48,$4.489,118.85,UNL REG 86/87 OC,QT 1490,TUCSON,AZ
03/16/2022,19.40,$4.489,87.07,UNL REG 86/87 OC,QT 1490,TUCSON,AZ
03/16/2022,7.63,$4.379,33.41,UNL REG 86/87 OC,QT 1454,TUCSON,AZ
03/16/2022,12.68,$5.099,64.68,UNL PRM-90/91OC,QT 423,AVONDALE,AZ
03/16/2022,14.43,4.679,67.52,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
03/16/2022,12.182,4.698,57.24,Unleaded Regular,Quartzsite Mobil,Quartzsite,AZ
03/16/2022,48.054,5.379,260.48,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/16/2022,51.047,5.449,280.16,Regular Diesel #2,Loves 286,Quartzsite,AZ
03/16/2022,17.825,4.699,83.76,Unleaded Regular,Pride #1215,Salome,AZ
03/16/2022,19.416,4.598,88.32,Unleaded Regular,Union 76,Ehrenberg,AZ
03/16/2022,32.79,5.289,175.43,Regular Diesel #2,Pilot Site 458,Eloy,AZ
03/17/2022,24.67,$4.460,110.02,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/17/2022,16.39,$4.379,71.78,UNL REG 86/87 OC,QT 1454,TUCSON,AZ
03/17/2022,21.67,$4.499,97.49,UNL REG 86/87 OC,QT 1463,TUCSON,AZ
03/17/2022,8.15,$4.498,36.68,UNL REG 86/87 OC,QT 1461,TUCSON,AZ
03/17/2022,15.88,$4.479,71.13,UNL REG 86/87 OC,QT 1490,TUCSON,AZ
03/17/2022,11.32,$4.499,50.92,UNL REG 86/87 OC,QT 1461,TUCSON,AZ
03/17/2022,14.17,5.319,77.37,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
03/17/2022,24.759,5.289,132.95,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
03/17/2022,56.331,5.319,301.62,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/17/2022,24.312,5.319,131.32,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/17/2022,19.165,4.699,89.10,Unleaded Regular,Union 76,Ehrenberg,AZ
03/17/2022,18.316,5.289,98.87,Regular Diesel #2,Pilot Site 458,Eloy,AZ
03/17/2022,14.549,5.289,78.95,Regular Diesel #2,Pilot Site 458,Eloy,AZ
03/17/2022,23.637,4.669,110.36,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
03/17/2022,18.57,4.469,82.99,Unleaded Regular,Pilot Site 458,Eloy,AZ
03/18/2022,11.89,$4.439,52.78,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/18/2022,22.31,$4.439,99.03,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/18/2022,14.13,$4.459,63.01,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/18/2022,15.38,$4.458,68.56,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/18/2022,10.25,$4.440,45.51,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/18/2022,11.34,$4.499,51.01,UNL REG 86/87 OC,QT 1469,MARANA,AZ
03/18/2022,20.31,$4.359,88.52,UNL REG 86/87 OC,QT 1493,TUCSON,AZ
03/18/2022,17.578,4.639,81.54,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
03/18/2022,10.981,4.639,50.94,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
03/18/2022,25.139,5.319,135.71,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/18/2022,51.209,5.319,274.38,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/18/2022,20.093,4.699,93.42,Unleaded Regular,Union 76,Ehrenberg,AZ
03/18/2022,15.005,4.498,67.49,Unleaded Regular,Circle K - 01773,Tucson,AZ
03/18/2022,22.247,4.699,103.43,Unleaded Regular,Union 76,Ehrenberg,AZ
03/18/2022,33.51,5.361,179.66,Premium Diesel #2,Wood Street 27,Phoenix,AZ
03/18/2022,13.635,4.698,64.07,Unleaded Regular,Union 76,Ehrenberg,AZ
03/19/2022,15.227,4.698,71.55,Unleaded Regular,Quartzsite Mobil,Quartzsite,AZ
03/19/2022,17.738,4.498,79.79,Unleaded Regular,Circle K - 01773,Tucson,AZ
03/20/2022,31.331,5.319,168.65,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
03/20/2022,14.571,5.319,79.50,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
03/20/2022,26.424,4.799,126.81,Regular Diesel #2,Chevron 0212178,Tucson,AZ
03/20/2022,17.631,4.438,77.38,Unleaded Regular,Union 76,Phoenix,AZ
03/20/2022,27.897,5.249,148.43,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
03/21/2022,13.04,$4.999,65.21,UNL PRM-90/91OC,QT 1492,TUCSON,AZ
03/21/2022,11.03,$4.479,49.39,UNL REG 86/87 OC,QT 1490,TUCSON,AZ
03/21/2022,14.24,$4.479,63.79,UNL REG 86/87 OC,QT 1490,TUCSON,AZ
03/21/2022,10.44,$4.441,46.36,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/21/2022,16.48,$4.439,73.16,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/21/2022,11.28,$4.437,50.05,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/21/2022,11.49,$4.438,50.99,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/21/2022,9.348,5.279,51.35,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
03/21/2022,44.181,5.279,235.23,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/21/2022,21.239,5.249,113.48,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/21/2022,29.108,5.399,159.15,Premium Diesel #2,Pilot Site 458,Eloy,AZ
03/21/2022,22.66,4.599,104.25,Unleaded Regular,Shell Service Statio,Phoenix,AZ
03/22/2022,11.70,$4.439,51.94,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/22/2022,14.64,$4.440,65.00,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/22/2022,15.88,$4.438,70.48,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/22/2022,13.87,$4.459,61.85,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42331,TUCSON,AZ
03/22/2022,10.59,$4.438,47.00,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/22/2022,14.75,$4.479,66.04,UNL REG 86/87 OC,QT 1490,TUCSON,AZ
03/22/2022,9.91,$4.479,44.38,UNL REG 86/87 OC,QT 1490,TUCSON,AZ
03/22/2022,27.26,$4.499,122.66,UNL REG 86/87 OC,QT 1463,TUCSON,AZ
03/22/2022,17.23,4.639,79.93,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
03/22/2022,16.017,4.698,75.26,Unleaded Regular,Quartzsite Mobil,Quartzsite,AZ
03/22/2022,22.138,5.249,118.20,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/22/2022,50.445,5.279,268.30,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/22/2022,18.422,4.699,86.56,Unleaded Regular,Pride #1215,Salome,AZ
03/22/2022,18.322,4.498,82.41,Unleaded Regular,Circle K - 01773,Tucson,AZ
03/22/2022,17.902,4.699,84.12,Unleaded Regular,Chevron 0371864,Quartzsite,AZ
03/22/2022,12.744,4.669,59.50,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
03/23/2022,10.14,$4.438,45.00,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/23/2022,9.19,$4.461,41.00,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42331,TUCSON,AZ
03/23/2022,9.96,$4.441,44.23,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/23/2022,15.88,$4.440,70.50,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/23/2022,17.09,$4.259,72.80,UNL REG 86/87 OC,QT 1454,TUCSON,AZ
03/23/2022,19.87,$4.499,89.41,UNL REG 86/87 OC,QT 1461,TUCSON,AZ
03/23/2022,10.30,$4.499,46.34,UNL REG 86/87 OC,QT 1492,TUCSON,AZ
03/23/2022,41.7,5.411,225.65,Premium Diesel #2,Wood Street 27,Phoenix,AZ
03/23/2022,15.334,4.698,72.05,Unleaded Regular,Quartzsite Mobil,Quartzsite,AZ
03/23/2022,10.496,5.279,57.41,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/23/2022,18.944,5.249,101.44,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/23/2022,21.459,4.699,99.77,Unleaded Regular,Union 76,Ehrenberg,AZ
03/23/2022,16.42,4.498,73.86,Unleaded Regular,Circle K - 01773,Tucson,AZ
03/23/2022,23.665,4.699,111.20,Unleaded Regular,Travel Center #1212,Salome,AZ
03/24/2022,17.01,$4.499,76.51,UNL REG 86/87 OC,QT 1463,TUCSON,AZ
03/24/2022,11.84,$4.459,52.79,UNL REG 86/87 OC,QT 1475,ORO VALLEY,AZ
03/24/2022,21.32,$4.440,94.66,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/24/2022,10.22,$4.439,45.37,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/24/2022,14.53,$4.438,64.48,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/24/2022,22.317,5.359,121.60,Premium Diesel #2,Pilot Site 328,Quartzsite,AZ
03/24/2022,12.564,5.249,67.95,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
03/24/2022,56.264,5.279,299.02,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/24/2022,18.119,5.279,97.65,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/24/2022,22.485,4.699,104.54,Unleaded Regular,Union 76,Ehrenberg,AZ
03/24/2022,24.19,4.699,112.46,Unleaded Regular,Union 76,Ehrenberg,AZ
03/24/2022,8.576,4.639,39.78,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
03/24/2022,13.597,4.698,63.89,Unleaded Regular,Quartzsite Mobil,Quartzsite,AZ
03/25/2022,14.12,$4.438,62.66,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/25/2022,11.60,$4.437,51.47,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/25/2022,14.15,$4.440,62.82,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/25/2022,11.26,$4.440,49.99,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/25/2022,13.56,$4.499,61.02,UNL REG 86/87 OC,QT 1463,TUCSON,AZ
03/25/2022,26.801,5.279,143.48,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/25/2022,40.135,5.279,213.87,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/25/2022,21.027,4.799,99.86,Unleaded Regular,Union 76,Ehrenberg,AZ
03/25/2022,19.38,4.699,91.07,Unleaded Regular,Travel Center #1212,Salome,AZ
03/25/2022,20.27,4.599,93.22,Unleaded Regular,Chevron 0209914,Tucson,AZ
03/25/2022,11.382,4.669,53.14,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
03/26/2022,19.75,$4.479,88.47,UNL REG 86/87 OC,QT 1490,TUCSON,AZ
03/26/2022,14.551,4.669,67.94,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
03/26/2022,50.302,4.979,252.45,Regular Diesel #2,Pride #1215,Salome,AZ
03/26/2022,22.54,4.619,104.15,Unleaded Regular,Shell Service Statio,Tonopah,AZ
03/26/2022,47.449,4.979,238.25,Regular Diesel #2,Pride #1215,Salome,AZ
03/26/2022,32.537,5.599,182.17,Regular Diesel #2,Chevron 0209749,Phoenix,AZ
03/27/2022,49.378,5.279,262.67,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
03/27/2022,9.354,5.279,51.38,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
03/27/2022,27.353,4.899,134.00,Regular Diesel #2,Chevron 0212178,Tucson,AZ
03/27/2022,19.55,4.699,91.91,Unleaded Regular,Epp LLC,Buckeye,AZ
03/27/2022,35.846,5.279,191.23,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
03/28/2022,10.15,$4.438,45.05,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/28/2022,8.36,$4.257,35.59,UNLEADED REGULAR (86 OR 87 OCTANE),ARCO 05944,TUCSON,AZ
03/28/2022,8.81,$4.438,39.10,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/28/2022,16.30,$4.437,72.33,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/28/2022,10.36,$4.440,46.00,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/28/2022,9.49,$4.478,42.50,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42312,TUCSON,AZ
03/28/2022,11.02,$4.499,49.57,UNL REG 86/87 OC,QT 1450,TUCSON,AZ
03/28/2022,8.05,$4.259,34.29,UNL REG 86/87 OC,QT 1464,TUCSON,AZ
03/28/2022,28.675,5.279,153.38,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
03/28/2022,18.932,5.279,101.94,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/28/2022,20.877,5.279,112.21,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/28/2022,18.8,4.759,89.47,Unleaded Regular,Pilot # 1180,Tonopah,AZ
03/28/2022,16.317,4.498,73.39,Unleaded Regular,Circle K - 01773,Tucson,AZ
03/28/2022,11.126,4.639,51.61,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
03/29/2022,22.49,$4.438,99.82,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/29/2022,9.46,$4.440,42.00,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/29/2022,9.71,$4.499,43.67,UNL REG 86/87 OC,QT 1450,TUCSON,AZ
03/29/2022,20.18,$4.499,90.78,UNL REG 86/87 OC,QT 1469,MARANA,AZ
03/29/2022,15.522,4.768,74.02,Unleaded Regular,Quartzsite Mobil,Quartzsite,AZ
03/29/2022,45.255,5.279,240.90,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/29/2022,30.969,5.279,165.49,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/29/2022,15.866,4.498,71.37,Unleaded Regular,Circle K - 01773,Tucson,AZ
03/29/2022,10.903,4.669,50.91,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
03/30/2022,18.50,$4.439,82.11,UNL REG 86/87 OC,QT 1490,TUCSON,AZ
03/30/2022,9.32,$4.500,41.94,UNL REG 86/87 OC,QT 1461,TUCSON,AZ
03/30/2022,19.60,$4.499,88.20,UNL REG 86/87 OC,QT 1461,TUCSON,AZ
03/30/2022,24.79,$4.499,111.51,UNL REG 86/87 OC,QT 1463,TUCSON,AZ
03/30/2022,17.26,$4.499,77.65,UNL REG 86/87 OC,QT 1463,TUCSON,AZ
03/30/2022,7.28,$4.499,32.75,UNL REG 86/87 OC,QT 1450,TUCSON,AZ
03/30/2022,17.89,$4.439,79.41,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/30/2022,11.39,$4.439,50.56,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/30/2022,11.27,$4.437,50.01,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/30/2022,9.91,$4.440,44.00,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/30/2022,13.811,4.768,65.86,Unleaded Regular,Quartzsite Mobil,Quartzsite,AZ
03/30/2022,38.734,5.279,206.48,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/30/2022,46.449,5.279,247.20,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/30/2022,15.285,4.498,68.75,Unleaded Regular,Circle K - 01773,Tucson,AZ
03/30/2022,30.447,4.999,152.20,Regular Diesel #2,Quiktrip 0432,Phoenix,AZ
03/30/2022,43.091,5.249,228.18,Regular Diesel #2,Pilot Site 458,Eloy,AZ
03/31/2022,9.77,$4.499,43.93,UNL REG 86/87 OC,QT 1456,TUCSON,AZ
03/31/2022,10.11,$4.499,45.49,UNL REG 86/87 OC,QT 1463,TUCSON,AZ
03/31/2022,7.45,$4.499,33.52,UNL REG 86/87 OC,QT 1492,TUCSON,AZ
03/31/2022,17.89,$4.439,79.42,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
03/31/2022,59.62,5.461,325.60,Premium Diesel #2,Wood Street 27,Phoenix,AZ
03/31/2022,25.432,5.219,134.73,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
03/31/2022,21.066,5.189,111.31,Regular Diesel #2,Pilot Site 328,Quartzsite,AZ
03/31/2022,36.827,5.189,193.10,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/31/2022,4.178,5.218,23.80,Regular Diesel #2,Travel Center #1212,Salome,AZ
03/31/2022,23.17,5.249,123.62,Regular Diesel #2,Pilot Site 458,Eloy,AZ
03/31/2022,10.794,4.639,50.07,Unleaded Regular,Pilot Site 328,Quartzsite,AZ
04/18/2022,17.83,$4.118,73.43,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
04/21/2022,19.36,$4.119,79.74,UNL REG 86/87 OC,QT 1490,TUCSON,AZ
04/14/2022,15.33,$4.159,63.75,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
04/14/2022,11.05,$4.160,45.97,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
04/14/2022,9.67,$4.399,42.52,UNL REG 86/87 OC,QT 1463,TUCSON,AZ
04/18/2022,11.76,$4.158,48.90,UNLEADED REGULAR (86 OR 87 OCTANE),ANDEAVOR ARCO 42422,TUCSON,AZ
04/23/2022,20.81,$4.759,99.03,UNLEADED MID GRADE (88 OR 89 OCTANE,ANDEAVOR ARCO 42422,TUCSON,AZ
04/21/2022,19.12,$4.419,84.47,UNL REG 86/87 OC,QT 1456,TUCSON,AZ
